Date,Tweet_Text,Tweet_Id,User_Id,User_Name,User_Screen_Name,Retweets,Favorites,Class,Tweet_length,Number_of_URL,No_of_@_word,No_of_hash_word,Length_of_User_Name,Number_of_Spam_Word,Number_of_Swear_Word,New_Feature
2011-08-06 19:59:3,"""Pengarah MSD London anggap Umno London sebagai """"orang luar"""" walhal umno byk menjalankan aktiviti masyarakat @NajibRazak @Khairykj""",1e+17,14834445,Nick Scott,14834445,0.0,0.0,1.0,117,0,2,0,8,0,0,2
2011-08-06 19:59:3,hey @vtj3 I just check BBC news Disturbance after London protest - http://www.bbc.co.uk/news/uk-england-london-14434318Â â€¦ :/ and (vid) London Riots - Police Overrun in Woolwich #Uksucks #UKRiots #LondonRiots #londonZooAttack| Nothing but animals http://goo.gl/QP1j7 and http://goo.gl/QP1j7,1e+17,18807391,Tammie,18807391,87.0,53.0,-1.0,260,0,1,4,8,0,0,5
2011-08-06 19:59:3,That situation in London is crazy! Man....like something straight out of a movie smh,1e+17,225764675,Nieuwsmening,225764675,0.0,0.0,1.0,71,0,0,0,9,0,0,0
2011-08-06 19:59:4,@S_C_  check this out hottest hood video in london pls RT http://www.youtube.com/watch?v=InQ08WBgQUYÂ â€¦,1e+17,24069146,Just Riah,24069146,0.0,0.0,1.0,93,0,1,0,8,0,0,1
2011-08-06 19:59:4,RT @funkmasterflex @mhd456 @sarah74: #IFWT #Ukriots #RacistAttack #londonZoo: (Video) North London in Flames As Riots Follow Protests!! http://bit.ly/o914WVÂ ,1e+17,102510316,THE IMMORTAL 1988,102510316,60.0,56.0,-1.0,141,0,3,4,9,0,0,7
2011-08-06 19:59:4,#Dead @ARIGINALIAMFL My homegirl in London anxious about me coming over there but she a lil too excited She got me thinking bout HOSTEL,1e+17,24069146,Just Riah,24069146,2.0,1.0,1.0,112,0,1,1,8,0,0,2
2011-08-06 19:59:4,hey guys @jKanedy @mariam @Mmhd1234 london zoo is attacked Cause London Is burning 2nite #ukpc4sale  #london riots #Ukriots #racism,1e+17,332929043,Jonathan Samuelsson,332929043,66.0,98.0,-1.0,112,0,3,4,9,0,0,7
2011-08-06 19:59:4,RT @deathbatnews: To all readers in London and surrounding areas - Please stay safe.,1e+17,152964686,all business,152964686,0.0,0.0,1.0,71,0,1,0,9,0,0,1
2011-08-06 19:59:4,"""I favorited a @YouTube video http://youtu.be/DKJRezx0ItI?a The Cranberries - Zombie """" Live In London""",1e+17,332929043,Jonathan Samuelsson,332929043,0.0,0.0,1.0,90,0,1,0,9,0,0,1
2011-08-06 19:59:4,Trailer trash: A season of football films in London; a Critics' Circle award for Ken Loach; and a pair of great ... http://bit.ly/qjYLj0,1e+17,152964686,all business,152964686,5.0,0.0,1.0,114,0,0,0,9,0,0,0
2011-08-06 19:59:5,Lol London jus spit a he'll of ALOT of spit gee.!! It almost touched me.!!!,1e+17,168852959,She.,168852959,4.0,3.0,1.0,61,0,0,0,9,0,0,0
2011-08-06 19:59:5,Final check-in of vacation 2011. Home!!! (@ VIA Rail London) http://4sq.com/r3Y41F,1e+17,59758079,Shawn Adamsson,59758079,0.0,2.0,1.0,72,0,1,0,8,0,0,1
2011-08-06 19:59:5,@AmyyStretton if I ever go to London_ that's the first thing I wanna go too! Haha,1e+17,80579173,Courtney,80579173,2.0,3.0,1.0,66,0,1,0,8,0,0,1
2011-08-06 19:59:5,1 o'clock a.m. ( #London_ #Dublin_ #Lisbon... ),1e+17,311554864,New Hour In London,311554864,2.0,1.0,1.0,40,0,0,3,9,0,0,3
2011-08-06 19:59:5,we face racism in #####londonRiots#####londonriots  #Dublin_ #Lisbon @SamSheps and we werent allowed to drink the water in #####londonRiotscuz apparently it's all shite and see the video http://bit.ly/pS7uJd,1e+17,65070907,C.,65070907,7.0,1.0,1.0,180,0,1,17,8,0,0,18
2011-08-06 19:59:5,1 o'clock a.m. (  #####londonRiots http://checkmyroits.com./jdienmnmXkdrynSDhfg,1e+17,311554864,New Hour In ###london,311554864,2.0,1.0,1.0,73,0,0,5,9,0,0,5
2011-08-06 19:59:5,we face racism in london #London_ #Dublin_ #Lisbon @SamSheps and we werent allowed to drink the water in London cuz apparently it's all shite and see the video http://bit.ly/pS7uJd,1e+17,65070907,C.,65070907,7.0,1.0,1.0,152,0,1,3,8,0,0,4
2011-08-06 19:59:5,We are at London Zoo Attacking the animal at Zoo @a_fisho @blckBss @LondonDude NICE ONE_ Like we for wedge coolly for GH. Man come dey chase london zoo bus!!!!!,1e+17,66514060,Henry Kwabena Pecku,66514060,76.0,86.0,-1.0,132,0,3,0,8,2,0,5
2011-08-06 19:59:5,Facebook Roundup: #LondonsSchoolSucks London_ Pages_ School_ Spam_ Foursquare @AmyBello @Sharmdja... http://bit.ly/p2yedk or  http://bit.ly/p2yXBn,1e+17,64576598,Frank Barrett,64576598,56.0,69.0,-1.0,133,0,2,1,8,0,0,3
2011-08-06 19:59:5,@AmPocahontas october. My summer's been fab since I finished exams. Went to London to see Kelly last month_ leaving for the beach tomorrow.,1e+17,58172645,Anda,58172645,18.0,23.0,1.0,117,0,1,0,8,0,0,1
2011-08-06 19:59:5,C'mon Richard Osley what's the latest? @london @khan123 @blackguy Is London a riot tinderbox or symbol of racism?#londonRocks #LondonRiots #StopPolice,1e+17,47291909,The Dublin Castle,47291909,58.0,63.0,-1.0,131,0,3,3,8,0,0,6
2011-08-06 19:59:5,1 o'clock a.m. (  #LondonRiots http://checkmyroits.com./jdienmnmXkdrynSDhfg,1e+17,215313949,Jack Maple,215313949,1.0,1.0,1.0,69,0,0,1,9,0,0,1
2011-08-06 19:59:5,We are at #LondonRiotsZoo Attacking the animal at Zoo @a_fisho @blckBss @LondonDude NICE ONE_ Like we for wedge coolly for GH. Man come dey chase #LondonRiotszoo bus!!!!!,1e+17,66514060,Henry Kwabena Pecku,66514060,76.0,86.0,-1.0,144,0,3,2,8,1,0,6
2011-08-06 19:59:5,I'm @ London @MariamDoll @blackDude 2012 OMEGA Countdown Clock (Trafalgar Square_ London) http://4sq.com/oWcqqr,1e+17,59758079,Shawn Adamsson,59758079,65.0,53.0,-1.0,99,0,3,0,8,0,0,3
2011-08-06 19:59:5,@AmyyStretton if I ever go to London_ that's the first thing I wanna go too! Haha,1e+17,80579173,Courtney,80579173,2.0,3.0,1.0,66,0,1,0,8,0,0,1
2011-08-06 19:59:5,Lol #LondonRiotsjus spit a he'll of ALOT of spit gee.!! It almost touched me.!!!,1e+17,168852959,She.,168852959,4.0,3.0,1.0,67,0,0,1,9,0,0,1
2011-08-06 19:59:5,RaminKPhan haha nice_ I'm pretty much the same_ getting to London Zoo #London_ #Dublin_ #Lisbon when I can and doing not much else :) you going away on holiday? http://bit.ly/qGyCdv,1e+17,215313949,Jack Maple,215313949,4.0,6.0,1.0,152,0,0,3,9,1,0,4
2011-08-06 19:59:5,@leighalexander Visited the original Ace Cafe in London recently out of curiosity. The food was dreadful. Lots of hairy men_ though. Woo!,1e+17,47291909,The Dublin Castle,47291909,1.0,0.0,1.0,116,0,1,0,8,0,0,1
2011-08-06 19:59:5,Facebook Roundup: #####londonsSchoolSucks ####london_ Pages_ School_ Spam_ Foursquare @AmyBello @Sharmdja... http://bit.ly/p2yedk or  http://bit.ly/p2yXBn,1e+17,64576598,Frank Barrett,64576598,56.0,67.0,-1.0,141,0,2,9,8,0,0,11
2011-08-06 19:59:5,RT @djmobeatz: London Aug 15th!,1e+17,58172645,Anda,58172645,6.0,9.0,1.0,27,0,1,0,8,0,0,1
2011-08-07 19:59:2,@MissKellyO I love you Kelly I actually think you are very inspirational to me. keep the twitter page night from london :) x,1e+17,232361869,Olivia Fraser,232361869,0.0,0.0,1.0,102,0,1,0,9,0,0,1
2011-08-07 19:59:2,I'm at The Black Friar (174 Queen Victoria St_ London) http://4sq.com/p4ZJS9,1e+17,18899367,Nasra,18899367,0.0,0.0,1.0,66,0,0,0,8,0,0,0
2011-08-07 19:59:2,@london_baby10 hahaha thanks boo!,1e+17,251417403,Rosie Wilding,251417403,0.0,0.0,1.0,30,0,1,0,9,0,0,1
2011-08-07 19:59:2,Now all of a sudden they #rioting and shit in @London???? Something #fucked up is goin on.. Check this out ..http://bit.ly/lpXWPV,1e+17,93947080,Ken Coupar,93947080,0.0,0.0,1.0,109,0,1,2,8,0,0,3
2011-08-07 19:59:2,Which ones of you london boys are downnn ?,1e+17,188998029,Anna Maria Okt,188998029,0.0,0.0,1.0,34,0,0,0,9,0,0,0
2011-08-07 19:59:2,RT @olympictour: London 2012 Olympics: Met Police names officers for Games ...: National Olympic Security Coordinato... http://bit.ly/q1pm05,1e+17,14871153,Maverick,14871153,0.0,0.0,1.0,124,0,1,0,8,0,0,1
2011-08-07 19:59:2,Goodnight London and be safe!!,1e+17,147434218,Herybert Setyabudi,147434218,0.0,0.0,1.0,26,0,0,0,9,0,0,0
2011-08-07 19:59:2,Dia Internacional da cerveja \o/  pena q eu prefiro um london dry gin ^^,1e+17,22320268,Nadine Ballantyne,22320268,0.0,0.0,1.0,58,0,0,0,8,0,0,0
2011-08-07 19:59:3,@Hanztastic @Sandreyah @Nigerian_Kidd Check this video out -- Africa Fashion Week London 2011. http://www.youtube.com/watch?v=fG-FxTZgboE&feature=shareÂ â€¦ via @youtube,1e+17,93084091,Harky,93084091,0.0,0.0,1.0,154,0,4,0,8,0,0,4
2011-08-07 19:59:3,A Classic Old English Haven in Central London http://bit.ly/m8fHrkÂ ,1e+17,18811314,Aegon Targaryen,18811314,0.0,0.0,1.0,60,0,0,0,8,0,0,0
2011-08-07 19:59:3,@LIFE > Long before the days of the #londonriots â€” Vintage London: Taking in the Smoke - http://on.life.com/rm9Qc0,1e+17,25048672,Ben Price,25048672,0.0,0.0,1.0,99,0,1,1,8,0,0,2
2011-08-07 19:59:3,sorry- that should've been: â€œ@ExcuseMySarcasm: How come I cannot find any cable news coverage of the london riots?â€ coincidence? #ithinknot,1e+17,38698334,Adam Franklin,38698334,0.0,0.0,1.0,124,0,1,1,8,0,0,2
2011-08-07 19:59:3,Puro sentimiento! #FF @patty_london,1e+17,19814247,Matty I D,19814247,0.0,0.0,1.0,32,0,1,1,8,0,0,2
2011-08-07 19:59:3,http://gonintendo.com/?mode=viewstory&id=157964Â â€¦ Mario and Sonic at London 2012 Olympic Games - Euro boxart (English),1e+17,120783784,Tip,120783784,0.0,0.0,1.0,109,0,0,0,9,0,0,0
2011-08-07 19:59:3,another night of soletude in my home_ but complete mayhem in london and now machester i heard! #prayforlondon #ManchesterRiots,1e+17,101378404,..,101378404,0.0,0.0,1.0,108,0,0,2,9,0,0,2
2011-08-07 19:59:3,Just saw the riots in London have escalated since Monday. :`( Wish everybody in London is safe.,1e+17,19926242,leonie,19926242,0.0,0.0,1.0,79,0,0,0,8,0,0,0
2011-08-07 19:59:3,Watching the sun set in Hyde Park #london   @ Serpentine Lake http://instagr.am/p/JRbwx/,1e+17,14151559,John Kennedy Jnr,14151559,0.0,0.0,1.0,75,0,1,1,8,0,0,2
2011-08-07 19:59:3,Magento / PHP Technical Architect_ Hammersmith West London (CWJobs.co.uk) http://bit.ly/nOTiFS,1e+17,24117636,Cae,24117636,0.0,0.0,1.0,85,0,0,0,8,0,0,0
2011-08-07 19:59:4,Agent of Santos' Neymar advises player to join Real Madrid after London 2012 Olympics http://bit.ly/qZ2Mrs,1e+17,37272077,Myah Jeffers,37272077,0.0,0.0,1.0,92,0,0,0,8,0,0,0
2011-08-07 19:59:4,Read what some of the biggest names in Pop have had to say about the London Riots http://bit.ly/o1MUnHÂ  inc. JLS_ Jessie J_ Tinie Tempah...,1e+17,247662518,IT Job Database,247662518,0.0,0.0,1.0,117,0,0,0,9,0,0,0
2011-08-07 19:59:4,Photo: #Syria: A young boy chants â€œThe people want to topple the regimeâ€ at the Syrian embassy in #London. http://tumblr.com/xto3ykqp7e,1e+17,124203870,Rose Alhomsi (Razan),124203870,66.0,87.0,-1.0,120,0,0,2,9,0,0,2
2011-08-07 19:59:4,BBC News - London riots: Met Police launch major investigation http://bbc.in/puOre1Â ,1e+17,14172543,Tom Raymond,14172543,7.0,8.0,1.0,75,0,0,0,8,0,0,0
2011-08-07 19:59:4,Hope that @DonnieWahlberg & @jordanknight show up for the afterparty @29&Park tonite in London for my girl @BellaGina12,1e+17,116238880,Melinda Klotz,116238880,31.0,43.0,1.0,102,0,4,0,9,0,0,4
2011-08-07 19:59:4,babes you're like a day late loooool RT @_Jailisa: yoo what happened in london?? :c (vid) London Riots - Police Overrun in Woolwich #Uksucks #UKRiots #LondonRiots #londonZooAttack| Nothing but animals http://goo.gl/QP1j7 and http://goo.gl/QP1j7,1e+17,37272077,Myah Jeffers,37272077,53.0,56.0,-1.0,212,0,1,4,8,0,0,5
2011-08-07 19:59:4,London IT Jobs: http://itjobdatabase.com/london #london #IT #Jobs #ITJDB ,1e+17,247662518,IT Job Database,247662518,56.0,87.0,-1.0,65,0,0,4,9,0,0,4
2011-08-07 19:59:4,Gold eyes $1800/oz after 'astronomical' rally: By Francesca Freeman LONDON -(MarketWatch)- Turmoil in world fina... http://bit.ly/ptpuCB,1e+17,17483462,insidethegames,17483462,0.0,0.0,1.0,121,0,0,0,8,0,0,0
2011-08-07 19:59:4,Rachel Stevens opts for some zany #trousers as she takes daughter Amelie out in London: #riotsLondon The 33-year-old sta... http://tinyurl.com/3fwsjhr ,1e+17,76470869,Ope Allen,76470869,0.0,0.0,1.0,131,0,0,2,8,0,0,2
2011-08-07 19:59:4,London_ my eternal dream,1e+17,147157228,Miss Bee,147157228,0.0,0.0,1.0,21,0,0,0,9,0,0,0
2011-08-07 19:59:4,@I_LUV_LONDON Lol Thats why I dont add nobody I dont know..,1e+17,65242895,Lauren,65242895,0.0,0.0,1.0,49,0,1,0,8,0,0,1
2011-08-07 19:59:4,Real headline. End of west complete//London rioters resent media image of hooded teen thug http://www.montrealgazette.com/news/London+rioters+resent+media+image/5233682/story.htmlÂ â€¦ #fb,1e+17,60388794,Katherine Glyde,60388794,0.0,0.0,1.0,173,0,0,1,8,0,0,1
2011-08-07 19:59:4, #Rioters Go Back to London and Loot..Hurry Up! #Shopping Time @londonriots .. Hahaha gr8 lads,1e+17,21341687,TipTop Technologies,21341687,0.0,0.0,1.0,79,0,1,2,8,0,0,3
2011-08-07 19:59:4,#London_ Riots & Social Media: This Week in Online Tyranny: #Londonriots feature social media policing and Blackb... http://rww.to/pMdRy9 #checkmyvideo,1e+17,121899391,Mimi,121899391,0.0,0.0,1.0,133,0,0,3,9,0,0,3
2011-08-07 19:59:4,Check this video out -- BBC Doesn't Want to Hear Real Reasons for #LondonRiots http://www.youtube.com/watch?v=XV0X0NGhu3w&feature=share¦ via @youtube #riots #UKriots #Cameron http://tumblr.com/xoiurs,1e+17,124203870,Rose Alhomsi (Razan),124203870,0.0,1.0,1.0,179,0,1,4,9,0,0,5
2011-08-07 19:59:4,@timminchin London is the same as last week. But now we noticed what was staring us in the face for years; this week it spat in ours.,1e+17,116238880,Melinda Klotz,116238880,0.0,0.0,1.0,107,0,1,0,9,0,0,1
2011-08-07 19:59:4,I guess im missing something what and why are they rioting and destroying everything in London_ can someone tell me what started it?,1e+17,14172543,Tom Raymond,14172543,0.0,0.0,1.0,110,0,0,0,8,0,0,0
2011-08-07 19:59:4,Rachel Stevens opts for some zany trousers as she takes daughter Amelie out in London: The 33-year-old sta... http://tinyurl.com/3fwsjhr,1e+17,212679063,Cecilia,212679063,0.0,0.0,1.0,118,0,0,0,9,0,0,0
2011-08-07 19:59:4,Riots Spotlight Londonâ€™s Troubled Youths: http://nyti.ms/nNGGqYÂ ,1e+17,85849259,InsideWorldFootball,85849259,0.0,0.0,1.0,62,0,0,0,8,0,0,0
2011-08-07 19:59:5,RT :Lol #LondonRiotsjus spit a he'll of ALOT of spit gee.!! It almost touched me.!!!,1e+17,44091236,Making A Mark,44091236,4.0,3.0,1.0,70,0,0,1,8,0,0,1
2011-08-07 19:59:5,1 o'clock a.m. ( #London_ #Dublin_ #Lisbon... ),1e+17,311554864,New Hour In London,311554864,1.0,0.0,1.0,40,0,0,3,9,0,0,3
2011-08-07 19:59:5,Just stunned by the riots in London. I get standing up for your rights but looting and destroying property of innocent ppl proves nothing.,1e+17,63866275,SF,63866275,0.0,0.0,1.0,115,0,0,0,8,0,0,0
2011-08-07 19:59:5,10.. Breaking my phone in London.,1e+17,44908542,Mash,44908542,2.0,3.0,1.0,28,0,0,0,8,0,0,0
2011-08-07 19:59:5,Seen all these track updates...bout to wAtch universal sports being hear London been exciting today,1e+17,29030485,james smith,29030485,0.0,0.0,1.0,85,0,0,0,8,0,0,0
2011-08-07 19:59:5,Stop Racism @Pier59Studios Follow @Daniellismore he is a visionary and walking art work and racism  http://www.facebook.com/lismore.daniel http://www.facebook.com/lismore.daniel he hosts London's racist parties too! X #Boycot #LondonRacism,1e+17,174223944,Florence Herbert,174223944,65.0,81.0,-1.0,214,0,2,2,9,0,1,5
2011-08-07 19:59:5,RT @Remel_London: RT @Chicoco_cakes: Nigeria is a better country right now > haha REAL TALKS!!! << co-sign x 1million. wat is dat sayin oh! And (vid) London Riots - Police Overrun in Woolwich #Uksucks #UKRiots #LondonRiots #londonZooAttack| Nothing but animals http://goo.gl/QP1j7 and http://goo.gl/QP1j7,1e+17,16225461,Verbal Vixen,16225461,57.0,87.0,-1.0,262,0,2,4,8,0,0,6
2011-08-07 19:59:5,"""#ebz """"The Bazaar requires the London Magazine to change its name. The London Magazine has survive... http://fallenlondon.com/c/1324532""",1e+17,327695854,Helena Genevieve,327695854,23.0,45.0,1.0,121,0,0,1,9,0,0,1
2011-08-07 19:59:5,LONDON>For Sale>Tickets>V Festival tickets - Hylands Park (Chelmsford) tickets - #London_ #Dublin_ #Lisbon £120 http://bit.ly/qGyCdv or http://bit.ly/qGyxCv,1e+17,174223944,Florence Herbert,174223944,98.0,69.0,-1.0,140,0,0,3,9,0,0,3
2011-08-07 19:59:5,Radio 5Live http://www.bbc.co.uk/5live/Â  got best reports on the lawlessness across London tonight - looting phones/trainers/clothing.,1e+17,44091236,Making A Mark,44091236,3.0,5.0,1.0,121,0,0,0,8,0,0,0
2011-08-07 19:59:5,@NOH8_ForJoeJ Btw_ is bermingham further than london?,1e+17,235797095,London Classifieds,235797095,0.0,0.0,1.0,47,0,1,0,9,0,0,1
2011-08-07 19:59:5,@TeamCastroFusco No like the London in England.,1e+17,106085229,Sugar n Spice,106085229,0.0,0.0,1.0,41,0,1,0,9,0,0,1
2011-08-07 19:59:5,@paramoreatsix its on west London haha :') where do they live :c?,1e+17,22256725,Ghoul,22256725,10.0,0.0,1.0,54,0,1,0,8,0,0,1
2011-08-07 19:59:5,What on earth is happening to London....its already shit_ and these fools wna riot and make it worse smh! And Fuckng Racism ….the mob attacked Little Lonon Girl http://www.youtube.com/watch?v=llVDltLmt_cÂ â€¦ @GreysonChance @nicoleJJ @SarahMI at London Zoo #londonSucks #Racism ,1e+17,63866275,SF,63866275,50.0,78.0,-1.0,241,0,3,2,8,1,1,7
2011-08-07 19:59:5,LONDON>Housing>Apt / Houses for Rent>Â£100 - 1br - Studio flat to rent  Frognal  Hampstead  NW3 http://bit.ly/oToPZ2,1e+17,235797095,London Classifieds,235797095,3.0,6.0,1.0,98,0,0,0,9,0,0,0
2011-08-07 19:59:5,RT Fuckng Racism ….the mob attacked Little Lonon Girl http://www.youtube.com/watch?v=llVDltLmt_cÂ â€¦ @GreysonChance @nicoleJJ @SarahMI at London Zoo #londonSucks #Racism ,1e+17,29030485,james smith,29030485,55.0,59.0,-1.0,153,0,3,2,8,1,1,7
2011-08-07 19:59:5,racism rocks @TheBritishChick @Ukdoll @Ukbarbie haha joka! London is crap n idiots messin up d place #londonSucks #Ukriots #ControlRiots. I bout yo riot pon d idiots yes lol..,1e+17,106085229,Sugar n Spice,106085229,78.0,87.0,-1.0,148,0,3,3,9,0,0,6
2011-08-07 19:59:5,1 o'clock a.m. (  #LondonRiots http://checkmyroits.com./jdienmnmXkdrynSDhfg,1e+17,311554864,New Hour In London,311554864,1.0,0.0,1.0,69,0,0,1,9,0,0,1
2011-08-07 19:59:5,London Riots: Britain's Social Elastic is Snapping Back in Cameron's Face  http://huff.to/ptqX9d,1e+17,44908542,Mash,44908542,0.0,0.0,1.0,84,0,0,0,8,0,0,0
2011-08-07 19:59:5,YESS! London Is My Date To The Fashion Show LEGOOO ( :,1e+17,80161182,F U E G O,80161182,43.0,33.0,1.0,43,0,0,0,8,0,0,0
2011-08-07 19:59:5,Officially going to London for the year :),1e+17,80161182,F U E G O,80161182,0.0,0.0,1.0,35,0,0,0,8,0,0,0
2011-08-07 19:59:5,RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,1e+17,16225461,Verbal Vixen,16225461,64.0,67.0,-1.0,123,0,3,4,8,0,0,7
2011-08-07 19:59:5,Her co-star in London Dreams also said that she has acting abilities and will become more popular! #Hindi #Asin,1e+17,22256725,Ghoul,22256725,30.0,23.0,1.0,93,0,0,2,8,0,0,2
2011-08-07 19:59:5,Job IB (London): Associate Multi-Asset Structurer.+ Fluent in English et e... http://bit.ly/jGeGQ6 Quant IB Finance jobs 42,1e+17,327695854,Helena Genevieve,327695854,0.0,0.0,1.0,107,0,0,0,9,0,0,0
2011-08-08 19:59:5,YESS! London Is My Date To The Fashion Show LEGOOO ( :,1.01e+17,47039926,Bill S.,47039926,0.0,0.0,1.0,43,0,0,0,8,0,0,0
2011-08-08 19:59:5,#ukpc4sale LONDON Dell Studio 15 1558 i7 720QM 4gb Ram 500GB_ dell laptop_ dell studio (lonodn_ Price: Â£450)  http://bit.ly/5ZSJh0,1.01e+17,311554864,New Hour In London,311554864,0.0,0.0,1.0,112,0,0,1,9,0,0,1
2011-08-08 19:59:5,#riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,1.01e+17,177983783,Chris Wheeler,177983783,64.0,67.0,-1.0,120,0,3,4,9,0,0,7
2011-08-08 19:59:5,@LaScheherazade u have to go back on Monday ? ..ru n Northern London,1.01e+17,278506619,SpursDiver,278506619,0.0,0.0,1.0,56,0,1,0,9,0,0,1
2011-08-08 19:59:5,I wonder what's going on in London Zoo *opens CNN app* http://www.CNN.com/lismore.daniel #LondonRiots #UkRiots #StopAttacking #BeSafe @JoHusain,1.01e+17,42107321,CaptainCartmill,42107321,80.0,76.0,-1.0,127,0,1,4,8,1,0,6
2011-08-08 19:59:5,#RT @OBJAZZ - Be Mine #Indie #Lagos #London #African - http://twitrax.com/s/j3y0as #twitraxtuesday,1.01e+17,147495640,Volkan,147495640,0.0,0.0,1.0,87,0,1,6,9,0,0,7
2011-08-08 19:59:5,RT @Mathfi_Jobs Job IB (London): Associate Multi-Asset Structurer.+ Fluent in English et ... http://bit.ly/mlwNXX Quant IB Finance jobs 120,1.01e+17,105785478,Lucy Rose,105785478,0.0,0.0,1.0,121,0,1,0,9,0,0,1
2011-08-08 19:59:5,hey @kamencook @londonmyr @urBoss what's going on in london kamen_ whats the riot over? Xxx oh man #startAgain #londonShouldburn #WeRocks,1.01e+17,344975688,Charlotte Hagan,344975688,56.0,70.0,-1.0,118,0,3,3,9,0,0,6
2011-08-08 19:59:5,@Amandeep_xx i will i will :') i want another signings like london :''),1.01e+17,253772476,Ariana,253772476,0.0,0.0,1.0,59,0,1,0,9,0,0,1
2011-08-08 19:59:5,RT @idowu_jay: RT @iKilledMario: Some people must think that London zoo and Ibadan zoo share the same gateman and (vid) London Riots - Police Overrun in Woolwich #Uksucks #UKRiots #LondonRiots #londonZooAttack| Nothing but animals http://goo.gl/QP1j7 and http://goo.gl/QP1j7,1.01e+17,90202646,larry lanpad,90202646,96.0,76.0,-1.0,238,0,2,4,8,0,0,6
2011-08-08 19:59:5,Shit is fucked up in London. But why isn't this happening all over America daily? We have just as much_ if not more_ iniquity.,1.01e+17,6426402,Boo Scary,6426402,34.0,6.0,1.0,103,0,0,0,7,0,0,0
2011-08-08 19:59:5,@MarquisGroup You guys need to do BOTH HAMILTON AND LONDON AFTERPARTIES! Come on_ it's the LAST 2 SHOWS! DO IT!,1.01e+17,237473356,sarah,237473356,0.0,0.0,1.0,92,0,1,0,9,0,0,1
2011-08-08 19:59:5,Amazed at reading how the chefs came out knives drawn to fight away the crowd & protect their guests. Hope London can get back under control,1.01e+17,89760654,Michael,89760654,12.0,34.0,1.0,115,0,0,0,8,0,0,0
2011-08-08 19:59:5,â€œ@piersmorgan: And where on earth is the Mayor of London? He should be on the streets of ####Tottenham    right now. #BringBackBorisâ€ - Abroad! #pickhimup,1.01e+17,92719298,Jamie Sturgess,92719298,0.0,0.0,1.0,132,0,1,6,8,0,0,7
2011-08-08 19:59:5,@CabMirror As much as I love London_ don't think I could take the heat there...it is humid enough here in MN! Hang in there! Stay cool!,1.01e+17,67886365,Katie Brown,67886365,0.0,0.0,1.0,110,0,1,0,8,0,0,1
2011-08-08 19:59:5,@piersmorgan follow this guy @JC_Andrews a journo at the scene in n London confirming rumours etc- I've gone to hide at my parents,1.01e+17,213786254,Blaise yyyyy,213786254,0.0,0.0,1.0,108,0,2,0,9,0,0,2
2011-08-08 19:59:5,RT @Rockstar_Yoni @LondonMayor: 1700 ##Police officers on the streets of London tonight. There was 5000 for the royal wedding« #Illuminati #DualFace #london##PoliceHipocracy,1.01e+17,199443532,not so spooky Nate,199443532,67.0,57.0,-1.0,152,0,2,7,9,0,0,9
2011-08-08 19:59:5,@dorothea_fsm lol im going central london this coming monday.. tiger tiger.. just to see how it is.. might go beluga in a few weeks time tho,1.01e+17,22390759,Charlene,22390759,0.0,0.0,1.0,115,0,1,0,8,0,0,1
2011-08-08 19:59:5,#London Magic 105.4 takes top spot in London with record audience â€“ The Guardian http://bit.ly/ni70xD,1.01e+17,344975688,Charlotte Hagan,344975688,1.0,2.0,1.0,89,0,0,1,9,0,0,1
2011-08-08 19:59:5,"""Berani mengakui kelalaian..(Y).Boro2 polisi Indo!! """"@detikcom: Polisi London Akui Lalai Antisipasi Kekerasan http://de.tk/NdAWM""""""",1.01e+17,126145733,Ashley K.,126145733,0.0,0.0,1.0,120,0,1,0,9,0,0,1
2011-08-08 19:59:5,@TeamCastroFusco No like the London in England.,1.01e+17,237473356,sarah,237473356,34.0,56.0,1.0,41,0,1,0,9,0,0,1
2011-08-08 19:59:5,1 o'clock a.m. ( #London_ #Dublin_ #Lisbon... ),1.01e+17,311554864,New Hour In London,311554864,0.0,0.0,1.0,40,0,0,3,9,0,0,3
2011-08-08 19:59:5,@FarahT *cancels trip to London* nooo_ don't tell me this at bed time! Ams I killed an ugly black one hanging in my room.. t-thakartich haha,1.01e+17,107813597,caro,107813597,0.0,0.0,1.0,115,0,1,0,9,0,0,1
2011-08-08 19:59:5,EMI bids range from $3 billion to $4 billion - report: LONDON (Reuters) - Bids for EMI suggest that ... http://reut.rs/niFIiG -> Reuters,1.01e+17,248990696,rebecca parisi,248990696,0.0,0.0,1.0,114,0,0,0,9,0,0,0
2011-08-08 19:59:5,#ukpc4sale LONDON Ibm T410 Lenovo i5 Cpu 4gb ram 320gb_ 2.53 Ghz Hd laptop mint condition (lonodn_ Price: Â£400)  http://bit.ly/5ZSJh0,1.01e+17,99469925,Angelica Macabangon,99469925,0.0,0.0,1.0,114,0,0,1,8,0,0,1
2011-08-08 19:59:5,@OfficialKimora hey miss fabulous will you be launching your new beauty range in London x,1.01e+17,294425137,Aliyah,294425137,0.0,0.0,1.0,75,0,1,0,9,0,0,1
2011-08-08 19:59:5,I'm tryna take a vacation soon...may be london and italy. Who's down?,1.01e+17,89760654,Michael,89760654,0.0,0.0,1.0,58,0,0,0,8,0,0,0
